TFLite_operator,NNG Operator,SRAM Usage,Peak%,Op Cycles,Network%,NPU,SRAM AC,DRAM AC,OnFlash AC,OffFlash AC,MAC Count,Network%,Util%,Name
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg20
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat20_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg21
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat21_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg22
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat22_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg23
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat23_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg24
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat24_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg25
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat25_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg26
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat26_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg27
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat27_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg28
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat28_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg29
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat29_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg30
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat30_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg31
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat31_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg32
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat32_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg33
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat33_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg34
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat34_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg35
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat35_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg36
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat36_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg37
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat37_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg38
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat38_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg39
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat39_avgpool
CONV_2D,Conv2DBias,1648,0.32071241748661106,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg40
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat40_avgpool
CONV_2D,Conv2DBias,1648,0.32071241748661106,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg41
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat41_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg42
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat42_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg43
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat43_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg44
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat44_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg45
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat45_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg46
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat46_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg47
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat47_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg48
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat48_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg49
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat49_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg50
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat50_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg51
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat51_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg52
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat52_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg53
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat53_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg54
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat54_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg55
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat55_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg56
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat56_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg57
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat57_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg58
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat58_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg59
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat59_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg60
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat60_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg61
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat61_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg62
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat62_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg63
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat63_avgpool
STRIDED_SLICE,AvgPool,0,0.0,8754.0,0.2936831945377744,8754.0,0.0,600.0006000006,0.0,0.0,3200,0.0014909351145038167,0.07139593328763993,model_28/tf.strided_slice_14/StridedSlice_avgpool
STRIDED_SLICE,AvgPool,0,0.0,8754.0,0.2936831945377744,8754.0,0.0,600.0006000006,0.0,0.0,3200,0.0014909351145038167,0.07139593328763993,model_28/tf.strided_slice_13/StridedSlice_avgpool
TFLite_operator,NNG Operator,SRAM Usage,Peak%,Op Cycles,Network%,NPU,SRAM AC,DRAM AC,OnFlash AC,OffFlash AC,MAC Count,Network%,Util%,Name
MUL,Mul,10000,1.9460704944575913,1875.0,0.06290335729475977,1875.0,625.0,937.5009375009375,0.0,0.0,0,0.0,0.0,model_28/tf.math.multiply_35/Mul
SOFTMAX,MaxPool,10112,1.9678664839955162,2529.0,0.08484404831917197,2529.0,818.75,0.0,0.0,0.0,10000,0.004659172232824428,0.7722914195334124,model_28/tf.nn.softmax_3/wa/model.10/m/m.1/attn/Softmax_maxpool0
SOFTMAX,Sub,54912,10.686262299165525,5600.0,0.1878713604536825,5600.0,4050.0,0.0,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_3/wa/model.10/m/m.1/attn/Softmax_sub1
SOFTMAX,SHR,84800,16.502677793000373,5300.0,0.17780682328652095,3125.0,5300.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_3/wa/model.10/m/m.1/attn/Softmax_shr2
SOFTMAX,ReduceSum,91200,17.74816290945323,2900.0,0.09729052594922843,1621.0,2900.0,0.0,0.0,0.0,10000,0.004659172232824428,0.6734913793103448,model_28/tf.nn.softmax_3/wa/model.10/m/m.1/attn/Softmax_reduce_sum3
SOFTMAX,CLZ,57600,11.209366048075726,900.0,0.030193611501484686,900.0,800.0,0.0,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_3/wa/model.10/m/m.1/attn/Softmax_clz4
SOFTMAX,Sub,64000,12.454851164528584,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_3/wa/model.10/m/m.1/attn/Softmax_sub5
SOFTMAX,Sub,70400,13.700336280981443,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_3/wa/model.10/m/m.1/attn/Softmax_sub6
SOFTMAX,SHL,64000,12.454851164528584,1200.0,0.04025814866864625,500.0,1200.0,0.0,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_3/wa/model.10/m/m.1/attn/Softmax_shl7
SOFTMAX,Sub,57600,11.209366048075726,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_3/wa/model.10/m/m.1/attn/Softmax_sub8
SOFTMAX,SHL,57600,11.209366048075726,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_3/wa/model.10/m/m.1/attn/Softmax_shl9
SOFTMAX,Add,57600,11.209366048075726,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_3/wa/model.10/m/m.1/attn/Softmax_add10
SOFTMAX,Mul,64000,12.454851164528584,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_3/wa/model.10/m/m.1/attn/Softmax_mul11
SOFTMAX,Add,64000,12.454851164528584,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_3/wa/model.10/m/m.1/attn/Softmax_add12
SOFTMAX,Mul,70400,13.700336280981443,1200.0,0.04025814866864625,500.0,1200.0,0.0,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_3/wa/model.10/m/m.1/attn/Softmax_mul13
SOFTMAX,Sub,70400,13.700336280981443,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_3/wa/model.10/m/m.1/attn/Softmax_sub14
